22,4
26,6
34,3
27,7
36,4
24,4
12,8
22,10
35,3
24,3
16,5
26,2
27,1
23,4
36,5
23,3
24,5
1,7
26,1
15,7
24,10
32,2
23,11
31,5
23,5
26,7
16,6
12,3
34,4
2,6
27,2
15,5
12,4
27,6
33,2
30,4
15,6
12,9
16,7
34,2
31,3
33,3
14,4
24,9
35,5
1,6
32,3
2,7
14,8
24,11
